2023-05-09 14:18:57,372 INFO    StreamThr :27936 [internal.py:wandb_internal():86] W&B internal server running at pid: 27936, started at: 2023-05-09 14:18:57.372085
2023-05-09 14:18:57,373 DEBUG   HandlerThread:27936 [handler.py:handle_request():144] handle_request: status
2023-05-09 14:18:57,374 INFO    WriterThread:27936 [datastore.py:open_for_write():85] open: /Users/ilya/Desktop/iml_flipflops/task3/wandb/run-20230509_141857-g3cwc3zl/run-g3cwc3zl.wandb
2023-05-09 14:18:57,375 DEBUG   SenderThread:27936 [sender.py:send():375] send: header
2023-05-09 14:18:57,391 DEBUG   SenderThread:27936 [sender.py:send():375] send: run
2023-05-09 14:18:57,831 INFO    SenderThread:27936 [dir_watcher.py:__init__():219] watching files in: /Users/ilya/Desktop/iml_flipflops/task3/wandb/run-20230509_141857-g3cwc3zl/files
2023-05-09 14:18:57,831 INFO    SenderThread:27936 [sender.py:_start_run_threads():1124] run started: g3cwc3zl with start time 1683634737.371217
2023-05-09 14:18:57,831 DEBUG   SenderThread:27936 [sender.py:send_request():402] send_request: summary_record
2023-05-09 14:18:57,831 INFO    SenderThread:27936 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-09 14:18:57,833 DEBUG   HandlerThread:27936 [handler.py:handle_request():144] handle_request: check_version
2023-05-09 14:18:57,833 DEBUG   SenderThread:27936 [sender.py:send_request():402] send_request: check_version
2023-05-09 14:18:57,928 DEBUG   HandlerThread:27936 [handler.py:handle_request():144] handle_request: run_start
2023-05-09 14:18:57,935 DEBUG   HandlerThread:27936 [system_info.py:__init__():31] System info init
2023-05-09 14:18:57,935 DEBUG   HandlerThread:27936 [system_info.py:__init__():46] System info init done
2023-05-09 14:18:57,935 INFO    HandlerThread:27936 [system_monitor.py:start():181] Starting system monitor
2023-05-09 14:18:57,936 INFO    SystemMonitor:27936 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-09 14:18:57,936 INFO    HandlerThread:27936 [system_monitor.py:probe():201] Collecting system info
2023-05-09 14:18:57,936 INFO    SystemMonitor:27936 [interfaces.py:start():190] Started cpu monitoring
2023-05-09 14:18:57,936 INFO    SystemMonitor:27936 [interfaces.py:start():190] Started disk monitoring
2023-05-09 14:18:57,936 DEBUG   HandlerThread:27936 [system_info.py:probe():195] Probing system
2023-05-09 14:18:57,938 INFO    SystemMonitor:27936 [interfaces.py:start():190] Started gpuapple monitoring
2023-05-09 14:18:57,939 INFO    SystemMonitor:27936 [interfaces.py:start():190] Started memory monitoring
2023-05-09 14:18:57,939 INFO    SystemMonitor:27936 [interfaces.py:start():190] Started network monitoring
2023-05-09 14:18:57,944 DEBUG   HandlerThread:27936 [system_info.py:_probe_git():180] Probing git
2023-05-09 14:18:57,963 DEBUG   HandlerThread:27936 [system_info.py:_probe_git():188] Probing git done
2023-05-09 14:18:57,963 DEBUG   HandlerThread:27936 [system_info.py:probe():240] Probing system done
