2023-05-09 15:36:11,265 INFO    StreamThr :28877 [internal.py:wandb_internal():86] W&B internal server running at pid: 28877, started at: 2023-05-09 15:36:11.265142
2023-05-09 15:36:11,266 DEBUG   HandlerThread:28877 [handler.py:handle_request():144] handle_request: status
2023-05-09 15:36:11,267 INFO    WriterThread:28877 [datastore.py:open_for_write():85] open: /Users/ilya/Desktop/iml_flipflops/task3/wandb/run-20230509_153611-dipm8qng/run-dipm8qng.wandb
2023-05-09 15:36:11,267 DEBUG   SenderThread:28877 [sender.py:send():375] send: header
2023-05-09 15:36:11,282 DEBUG   SenderThread:28877 [sender.py:send():375] send: run
2023-05-09 15:36:11,706 INFO    SenderThread:28877 [dir_watcher.py:__init__():219] watching files in: /Users/ilya/Desktop/iml_flipflops/task3/wandb/run-20230509_153611-dipm8qng/files
2023-05-09 15:36:11,706 INFO    SenderThread:28877 [sender.py:_start_run_threads():1124] run started: dipm8qng with start time 1683639371.264579
2023-05-09 15:36:11,706 DEBUG   SenderThread:28877 [sender.py:send_request():402] send_request: summary_record
2023-05-09 15:36:11,706 INFO    SenderThread:28877 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-09 15:36:11,707 DEBUG   HandlerThread:28877 [handler.py:handle_request():144] handle_request: check_version
2023-05-09 15:36:11,708 DEBUG   SenderThread:28877 [sender.py:send_request():402] send_request: check_version
2023-05-09 15:36:11,831 DEBUG   HandlerThread:28877 [handler.py:handle_request():144] handle_request: run_start
2023-05-09 15:36:11,837 DEBUG   HandlerThread:28877 [system_info.py:__init__():31] System info init
2023-05-09 15:36:11,837 DEBUG   HandlerThread:28877 [system_info.py:__init__():46] System info init done
2023-05-09 15:36:11,837 INFO    HandlerThread:28877 [system_monitor.py:start():181] Starting system monitor
2023-05-09 15:36:11,838 INFO    SystemMonitor:28877 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-09 15:36:11,838 INFO    HandlerThread:28877 [system_monitor.py:probe():201] Collecting system info
2023-05-09 15:36:11,838 INFO    SystemMonitor:28877 [interfaces.py:start():190] Started cpu monitoring
2023-05-09 15:36:11,838 DEBUG   HandlerThread:28877 [system_info.py:probe():195] Probing system
2023-05-09 15:36:11,838 INFO    SystemMonitor:28877 [interfaces.py:start():190] Started disk monitoring
2023-05-09 15:36:11,839 INFO    SystemMonitor:28877 [interfaces.py:start():190] Started gpuapple monitoring
2023-05-09 15:36:11,840 INFO    SystemMonitor:28877 [interfaces.py:start():190] Started memory monitoring
2023-05-09 15:36:11,841 INFO    SystemMonitor:28877 [interfaces.py:start():190] Started network monitoring
2023-05-09 15:36:11,846 DEBUG   HandlerThread:28877 [system_info.py:_probe_git():180] Probing git
2023-05-09 15:36:11,867 DEBUG   HandlerThread:28877 [system_info.py:_probe_git():188] Probing git done
2023-05-09 15:36:11,867 DEBUG   HandlerThread:28877 [system_info.py:probe():240] Probing system done
2023-05-09 15:36:11,867 DEBUG   HandlerThread:28877 [system_monitor.py:probe():210] {'os': 'macOS-13.3.1-arm64-arm-64bit', 'python': '3.10.10', 'heartbeatAt': '2023-05-09T13:36:11.838931', 'startedAt': '2023-05-09T13:36:11.258601', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/ilya/Desktop/iml_flipflops/task3/sol_Lauriane.py', 'codePath': 'task3/sol_Lauriane.py', 'git': {'remote': 'https://github.com/IlyaYakushevskiy/iml_flipflops', 'commit': 'b54e5d5cc126f8ba2701bc9f4bbf8169a878d240'}, 'email': 'ilyayakushevskiy3@gmail.com', 'root': '/Users/ilya/Desktop/iml_flipflops', 'host': 'student-net-etx-2055.intern.ethz.ch', 'username': 'ilya', 'executable': '/opt/homebrew/Caskroom/miniforge/base/envs/ml_cv/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 460.4317207336426, 'used': 8.45181655883789}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-05-09 15:36:11,867 INFO    HandlerThread:28877 [system_monitor.py:probe():211] Finished collecting system info
2023-05-09 15:36:11,867 INFO    HandlerThread:28877 [system_monitor.py:probe():214] Publishing system info
2023-05-09 15:36:11,867 DEBUG   HandlerThread:28877 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-09 15:36:11,867 DEBUG   HandlerThread:28877 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-09 15:36:11,867 DEBUG   HandlerThread:28877 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-05-09 15:36:12,713 INFO    Thread-12 :28877 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/ilya/Desktop/iml_flipflops/task3/wandb/run-20230509_153611-dipm8qng/files/conda-environment.yaml
2023-05-09 15:36:12,713 INFO    Thread-12 :28877 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/ilya/Desktop/iml_flipflops/task3/wandb/run-20230509_153611-dipm8qng/files/requirements.txt
2023-05-09 15:36:12,713 INFO    Thread-12 :28877 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/ilya/Desktop/iml_flipflops/task3/wandb/run-20230509_153611-dipm8qng/files/wandb-summary.json
2023-05-09 15:36:13,443 DEBUG   HandlerThread:28877 [system_info.py:_save_conda():86] Saving conda packages done
2023-05-09 15:36:13,443 INFO    HandlerThread:28877 [system_monitor.py:probe():216] Finished publishing system info
2023-05-09 15:36:13,445 DEBUG   SenderThread:28877 [sender.py:send():375] send: files
2023-05-09 15:36:13,445 INFO    SenderThread:28877 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-05-09 15:36:13,449 DEBUG   HandlerThread:28877 [handler.py:handle_request():144] handle_request: stop_status
2023-05-09 15:36:13,450 DEBUG   SenderThread:28877 [sender.py:send_request():402] send_request: stop_status
2023-05-09 15:36:13,626 DEBUG   SenderThread:28877 [sender.py:send():375] send: telemetry
2023-05-09 15:36:13,626 DEBUG   SenderThread:28877 [sender.py:send():375] send: telemetry
2023-05-09 15:36:13,626 DEBUG   SenderThread:28877 [sender.py:send():375] send: config
2023-05-09 15:36:13,626 DEBUG   SenderThread:28877 [sender.py:send():375] send: config
2023-05-09 15:36:13,626 DEBUG   SenderThread:28877 [sender.py:send():375] send: config
2023-05-09 15:36:13,626 DEBUG   SenderThread:28877 [sender.py:send():375] send: config
2023-05-09 15:36:13,717 INFO    Thread-12 :28877 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/ilya/Desktop/iml_flipflops/task3/wandb/run-20230509_153611-dipm8qng/files/conda-environment.yaml
